fecha_sintomas,sexo,total,total_prom_mov7,total_acumulado
2021-01-11,HOMBRE,8605,7761,874592
2021-01-11,MUJER,8831,8107,863732
2021-01-12,HOMBRE,7345,7649,881937
2021-01-12,MUJER,7441,7939,871173
2021-01-13,HOMBRE,6941,7625,888878
2021-01-13,MUJER,7213,7893,878386
2021-01-14,HOMBRE,7005,7603,895883
2021-01-14,MUJER,7180,7853,885566
2021-01-15,HOMBRE,8213,7667,904096
2021-01-15,MUJER,8444,7907,894010
2021-01-16,HOMBRE,6617,7586,910713
2021-01-16,MUJER,6724,7808,900734
2021-01-17,HOMBRE,5846,7224,916559
2021-01-17,MUJER,5788,7374,906522
2021-01-18,HOMBRE,8473,7205,925032
2021-01-18,MUJER,8526,7330,915048
2021-01-19,HOMBRE,6735,7118,931767
2021-01-19,MUJER,6834,7244,921882
2021-01-20,HOMBRE,8168,7293,939935
2021-01-20,MUJER,8327,7403,930209
2021-01-21,HOMBRE,5958,7144,945893
2021-01-21,MUJER,5908,7221,936117
2021-01-22,HOMBRE,6181,6854,952074
2021-01-22,MUJER,6202,6901,942319
2021-01-23,HOMBRE,5645,6715,957719
2021-01-23,MUJER,5619,6743,947938
2021-01-24,HOMBRE,4903,6580,962622
2021-01-24,MUJER,4981,6628,952919
2021-01-25,HOMBRE,7209,6399,969831
2021-01-25,MUJER,7214,6440,960133
2021-01-26,HOMBRE,5295,6194,975126
2021-01-26,MUJER,5339,6227,965472
2021-01-27,HOMBRE,4708,5699,979834
2021-01-27,MUJER,4644,5701,970116
2021-01-28,HOMBRE,4965,5558,984799
2021-01-28,MUJER,4874,5553,974990
2021-01-29,HOMBRE,4075,5257,988874
2021-01-29,MUJER,4031,5243,979021
2021-01-30,HOMBRE,3913,5009,992787
2021-01-30,MUJER,3878,4994,982899
2021-01-31,HOMBRE,3413,4796,996200
2021-01-31,MUJER,3351,4761,986250
2021-02-01,HOMBRE,5353,4531,1001553
2021-02-01,MUJER,5331,4492,991581
2021-02-02,HOMBRE,4667,4442,1006220
2021-02-02,MUJER,4567,4382,996148
2021-02-03,HOMBRE,3851,4319,1010071
2021-02-03,MUJER,3931,4280,1000079
2021-02-04,HOMBRE,3624,4128,1013695
2021-02-04,MUJER,3733,4117,1003812
2021-02-05,HOMBRE,4242,4151,1017937
2021-02-05,MUJER,4214,4143,1008026
2021-02-06,HOMBRE,3153,4043,1021090
2021-02-06,MUJER,3345,4067,1011371
2021-02-07,HOMBRE,2873,3966,1023963
2021-02-07,MUJER,2807,3989,1014178
2021-02-08,HOMBRE,4199,3801,1028162
2021-02-08,MUJER,4280,3839,1018458
2021-02-09,HOMBRE,3178,3588,1031340
2021-02-09,MUJER,3292,3657,1021750
2021-02-10,HOMBRE,3949,3602,1035289
2021-02-10,MUJER,3774,3635,1025524
2021-02-11,HOMBRE,2801,3485,1038090
2021-02-11,MUJER,2777,3498,1028301
2021-02-12,HOMBRE,3010,3309,1041100
2021-02-12,MUJER,3036,3330,1031337
2021-02-13,HOMBRE,2649,3237,1043749
2021-02-13,MUJER,2621,3226,1033958
2021-02-14,HOMBRE,2477,3180,1046226
2021-02-14,MUJER,2497,3182,1036455
2021-02-15,HOMBRE,3877,3134,1050103
2021-02-15,MUJER,3889,3126,1040344
2021-02-16,HOMBRE,2930,3099,1053033
2021-02-16,MUJER,3041,3090,1043385
2021-02-17,HOMBRE,2771,2930,1055804
2021-02-17,MUJER,2839,2957,1046224
2021-02-18,HOMBRE,2947,2951,1058751
2021-02-18,MUJER,3030,2993,1049254
2021-02-19,HOMBRE,2918,2938,1061669
2021-02-19,MUJER,2983,2985,1052237
2021-02-20,HOMBRE,3304,3032,1064973
2021-02-20,MUJER,3429,3101,1055666
2021-02-21,HOMBRE,2264,3001,1067237
2021-02-21,MUJER,2323,3076,1057989
2021-02-22,HOMBRE,3297,2918,1070534
2021-02-22,MUJER,3470,3016,1061459
2021-02-23,HOMBRE,2816,2902,1073350
2021-02-23,MUJER,2771,2977,1064230
2021-02-24,HOMBRE,2469,2859,1075819
2021-02-24,MUJER,2578,2940,1066808
2021-02-25,HOMBRE,2787,2836,1078606
2021-02-25,MUJER,2882,2919,1069690
2021-02-26,HOMBRE,2817,2822,1081423
2021-02-26,MUJER,3013,2923,1072703
2021-02-27,HOMBRE,2458,2701,1083881
2021-02-27,MUJER,2461,2785,1075164
2021-02-28,HOMBRE,2972,2802,1086853
2021-02-28,MUJER,2864,2862,1078028
2021-03-01,HOMBRE,3970,2898,1090823
2021-03-01,MUJER,4165,2962,1082193
2021-03-02,HOMBRE,2644,2873,1093467
2021-03-02,MUJER,2791,2964,1084984
2021-03-03,HOMBRE,2622,2895,1096089
2021-03-03,MUJER,2581,2965,1087565
2021-03-04,HOMBRE,2283,2823,1098372
2021-03-04,MUJER,2427,2900,1089992
2021-03-05,HOMBRE,2555,2786,1100927
2021-03-05,MUJER,2676,2852,1092668
2021-03-06,HOMBRE,2129,2739,1103056
2021-03-06,MUJER,2148,2807,1094816
2021-03-07,HOMBRE,1921,2589,1104977
2021-03-07,MUJER,1965,2679,1096781
2021-03-08,HOMBRE,2626,2397,1107603
2021-03-08,MUJER,2738,2475,1099519
2021-03-09,HOMBRE,2210,2335,1109813
2021-03-09,MUJER,2318,2407,1101837
2021-03-10,HOMBRE,2555,2325,1112368
2021-03-10,MUJER,2643,2416,1104480
2021-03-11,HOMBRE,1868,2266,1114236
2021-03-11,MUJER,1906,2342,1106386
2021-03-12,HOMBRE,1968,2182,1116204
2021-03-12,MUJER,2030,2249,1108416
2021-03-13,HOMBRE,1824,2138,1118028
2021-03-13,MUJER,1726,2189,1110142
2021-03-14,HOMBRE,1651,2100,1119679
2021-03-14,MUJER,1721,2154,1111863
2021-03-15,HOMBRE,2294,2052,1121973
2021-03-15,MUJER,2356,2100,1114219
2021-03-16,HOMBRE,2192,2050,1124165
2021-03-16,MUJER,2338,2102,1116557
2021-03-17,HOMBRE,2034,1975,1126199
2021-03-17,MUJER,2080,2022,1118637
2021-03-18,HOMBRE,2084,2006,1128283
2021-03-18,MUJER,2128,2054,1120765
2021-03-19,HOMBRE,1976,2007,1130259
2021-03-19,MUJER,2117,2066,1122882
2021-03-20,HOMBRE,2393,2089,1132652
2021-03-20,MUJER,2429,2167,1125311
2021-03-21,HOMBRE,1552,2075,1134204
2021-03-21,MUJER,1619,2152,1126930
2021-03-22,HOMBRE,2182,2059,1136386
2021-03-22,MUJER,2339,2150,1129269
2021-03-23,HOMBRE,1918,2019,1138304
2021-03-23,MUJER,2038,2107,1131307
2021-03-24,HOMBRE,1762,1981,1140066
2021-03-24,MUJER,1832,2071,1133139
2021-03-25,HOMBRE,1816,1942,1141882
2021-03-25,MUJER,1822,2028,1134961
2021-03-26,HOMBRE,1548,1881,1143430
2021-03-26,MUJER,1667,1963,1136628
2021-03-27,HOMBRE,1469,1749,1144899
2021-03-27,MUJER,1586,1843,1138214
2021-03-28,HOMBRE,1514,1744,1146413
2021-03-28,MUJER,1530,1830,1139744
2021-03-29,HOMBRE,1714,1677,1148127
2021-03-29,MUJER,1831,1758,1141575
2021-03-30,HOMBRE,1594,1631,1149721
2021-03-30,MUJER,1617,1697,1143192
2021-03-31,HOMBRE,1405,1580,1151126
2021-03-31,MUJER,1498,1650,1144690
2021-04-01,HOMBRE,1853,1585,1152979
2021-04-01,MUJER,1904,1661,1146594
2021-04-02,HOMBRE,1412,1565,1154391
2021-04-02,MUJER,1483,1635,1148077
2021-04-03,HOMBRE,1508,1571,1155899
2021-04-03,MUJER,1629,1641,1149706
2021-04-04,HOMBRE,1630,1588,1157529
2021-04-04,MUJER,1746,1672,1151452
2021-04-05,HOMBRE,2238,1662,1159767
2021-04-05,MUJER,2335,1744,1153787
2021-04-06,HOMBRE,1699,1677,1161466
2021-04-06,MUJER,1794,1769,1155581
2021-04-07,HOMBRE,1688,1718,1163154
2021-04-07,MUJER,1688,1797,1157269
2021-04-08,HOMBRE,1591,1680,1164745
2021-04-08,MUJER,1654,1761,1158923
2021-04-09,HOMBRE,1616,1710,1166361
2021-04-09,MUJER,1745,1798,1160668
2021-04-10,HOMBRE,1919,1768,1168280
2021-04-10,MUJER,2060,1860,1162728
2021-04-11,HOMBRE,1351,1728,1169631
2021-04-11,MUJER,1443,1817,1164171
2021-04-12,HOMBRE,1795,1665,1171426
2021-04-12,MUJER,1986,1767,1166157
2021-04-13,HOMBRE,1455,1630,1172881
2021-04-13,MUJER,1584,1737,1167741
2021-04-14,HOMBRE,1433,1594,1174314
2021-04-14,MUJER,1483,1707,1169224
2021-04-15,HOMBRE,1583,1593,1175897
2021-04-15,MUJER,1600,1700,1170824
2021-04-16,HOMBRE,1399,1562,1177296
2021-04-16,MUJER,1532,1669,1172356
2021-04-17,HOMBRE,1237,1464,1178533
2021-04-17,MUJER,1342,1567,1173698
2021-04-18,HOMBRE,1232,1447,1179765
2021-04-18,MUJER,1326,1550,1175024
2021-04-19,HOMBRE,1691,1432,1181456
2021-04-19,MUJER,1786,1521,1176810
2021-04-20,HOMBRE,1714,1469,1183170
2021-04-20,MUJER,1844,1559,1178654
2021-04-21,HOMBRE,1316,1453,1184486
2021-04-21,MUJER,1310,1534,1179964
2021-04-22,HOMBRE,1245,1404,1185731
2021-04-22,MUJER,1287,1489,1181251
2021-04-23,HOMBRE,1258,1384,1186989
2021-04-23,MUJER,1308,1457,1182559
2021-04-24,HOMBRE,1251,1386,1188240
2021-04-24,MUJER,1328,1455,1183887
2021-04-25,HOMBRE,1320,1399,1189560
2021-04-25,MUJER,1441,1472,1185328
2021-04-26,HOMBRE,1464,1366,1191024
2021-04-26,MUJER,1457,1425,1186785
2021-04-27,HOMBRE,1270,1303,1192294
2021-04-27,MUJER,1263,1342,1188048
2021-04-28,HOMBRE,1252,1294,1193546
2021-04-28,MUJER,1195,1325,1189243
2021-04-29,HOMBRE,1033,1264,1194579
2021-04-29,MUJER,1053,1292,1190296
2021-04-30,HOMBRE,1137,1246,1195716
2021-04-30,MUJER,1170,1272,1191466
2021-05-01,HOMBRE,1256,1247,1196972
2021-05-01,MUJER,1308,1269,1192774
2021-05-02,HOMBRE,992,1200,1197964
2021-05-02,MUJER,935,1197,1193709
2021-05-03,HOMBRE,1275,1173,1199239
2021-05-03,MUJER,1345,1181,1195054
2021-05-04,HOMBRE,1029,1139,1200268
2021-05-04,MUJER,1093,1157,1196147
2021-05-05,HOMBRE,1230,1136,1201498
2021-05-05,MUJER,1218,1160,1197365
2021-05-06,HOMBRE,978,1128,1202476
2021-05-06,MUJER,1013,1154,1198378
2021-05-07,HOMBRE,1010,1110,1203486
2021-05-07,MUJER,1013,1132,1199391
2021-05-08,HOMBRE,936,1064,1204422
2021-05-08,MUJER,928,1077,1200319
2021-05-09,HOMBRE,804,1037,1205226
2021-05-09,MUJER,862,1067,1201181
2021-05-10,HOMBRE,1276,1037,1206502
2021-05-10,MUJER,1395,1074,1202576
2021-05-11,HOMBRE,1078,1044,1207580
2021-05-11,MUJER,1082,1073,1203658
2021-05-12,HOMBRE,1008,1012,1208588
2021-05-12,MUJER,1041,1047,1204699
2021-05-13,HOMBRE,910,1003,1209498
2021-05-13,MUJER,1006,1046,1205705
2021-05-14,HOMBRE,993,1000,1210491
2021-05-14,MUJER,1082,1056,1206787
2021-05-15,HOMBRE,1112,1025,1211603
2021-05-15,MUJER,1151,1088,1207938
2021-05-16,HOMBRE,836,1030,1212439
2021-05-16,MUJER,845,1086,1208783
2021-05-17,HOMBRE,1247,1026,1213686
2021-05-17,MUJER,1311,1074,1210094
2021-05-18,HOMBRE,1145,1035,1214831
2021-05-18,MUJER,1162,1085,1211256
2021-05-19,HOMBRE,929,1024,1215760
2021-05-19,MUJER,1023,1082,1212279
2021-05-20,HOMBRE,1175,1062,1216935
2021-05-20,MUJER,1271,1120,1213550
2021-05-21,HOMBRE,1005,1064,1217940
2021-05-21,MUJER,960,1103,1214510
2021-05-22,HOMBRE,945,1040,1218885
2021-05-22,MUJER,983,1079,1215493
2021-05-23,HOMBRE,919,1052,1219804
2021-05-23,MUJER,961,1095,1216454
2021-05-24,HOMBRE,1301,1059,1221105
2021-05-24,MUJER,1366,1103,1217820
2021-05-25,HOMBRE,1205,1068,1222310
2021-05-25,MUJER,1234,1114,1219054
2021-05-26,HOMBRE,1089,1091,1223399
2021-05-26,MUJER,1125,1128,1220179
2021-05-27,HOMBRE,999,1066,1224398
2021-05-27,MUJER,984,1087,1221163
2021-05-28,HOMBRE,1235,1099,1225633
2021-05-28,MUJER,1168,1117,1222331
2021-05-29,HOMBRE,974,1103,1226607
2021-05-29,MUJER,963,1114,1223294
2021-05-30,HOMBRE,1048,1121,1227655
2021-05-30,MUJER,1090,1132,1224384
2021-05-31,HOMBRE,1336,1126,1228991
2021-05-31,MUJER,1326,1127,1225710
2021-06-01,HOMBRE,1636,1188,1230627
2021-06-01,MUJER,1685,1191,1227395
2021-06-02,HOMBRE,1207,1205,1231834
2021-06-02,MUJER,1208,1203,1228603
2021-06-03,HOMBRE,1179,1230,1233013
2021-06-03,MUJER,1111,1221,1229714
2021-06-04,HOMBRE,1271,1235,1234284
2021-06-04,MUJER,1264,1235,1230978
2021-06-05,HOMBRE,1346,1289,1235630
2021-06-05,MUJER,1349,1290,1232327
2021-06-06,HOMBRE,1347,1331,1236977
2021-06-06,MUJER,1374,1331,1233701
2021-06-07,HOMBRE,1676,1380,1238653
2021-06-07,MUJER,1618,1372,1235319
2021-06-08,HOMBRE,1600,1375,1240253
2021-06-08,MUJER,1550,1353,1236869
2021-06-09,HOMBRE,1490,1415,1241743
2021-06-09,MUJER,1456,1388,1238325
2021-06-10,HOMBRE,1599,1475,1243342
2021-06-10,MUJER,1604,1459,1239929
2021-06-11,HOMBRE,1482,1505,1244824
2021-06-11,MUJER,1505,1493,1241434
2021-06-12,HOMBRE,1437,1518,1246261
2021-06-12,MUJER,1451,1508,1242885
2021-06-13,HOMBRE,1420,1529,1247681
2021-06-13,MUJER,1435,1517,1244320
2021-06-14,HOMBRE,2024,1578,1249705
2021-06-14,MUJER,1954,1565,1246274
2021-06-15,HOMBRE,2024,1639,1251729
2021-06-15,MUJER,1858,1609,1248132
2021-06-16,HOMBRE,1797,1683,1253526
2021-06-16,MUJER,1762,1652,1249894
2021-06-17,HOMBRE,1652,1690,1255178
2021-06-17,MUJER,1699,1666,1251593
2021-06-18,HOMBRE,2130,1783,1257308
2021-06-18,MUJER,2138,1756,1253731
2021-06-19,HOMBRE,1966,1859,1259274
2021-06-19,MUJER,1946,1827,1255677
2021-06-20,HOMBRE,2438,2004,1261712
2021-06-20,MUJER,2513,1981,1258190
2021-06-21,HOMBRE,2486,2070,1264198
2021-06-21,MUJER,2463,2054,1260653
2021-06-22,HOMBRE,2353,2117,1266551
2021-06-22,MUJER,2327,2121,1262980
2021-06-23,HOMBRE,2268,2184,1268819
2021-06-23,MUJER,2249,2190,1265229
2021-06-24,HOMBRE,2264,2272,1271083
2021-06-24,MUJER,2193,2261,1267422
2021-06-25,HOMBRE,2597,2338,1273680
2021-06-25,MUJER,2580,2324,1270002
2021-06-26,HOMBRE,2524,2418,1276204
2021-06-26,MUJER,2501,2403,1272503
2021-06-27,HOMBRE,2561,2436,1278765
2021-06-27,MUJER,2540,2407,1275043
2021-06-28,HOMBRE,3292,2551,1282057
2021-06-28,MUJER,3218,2515,1278261
2021-06-29,HOMBRE,2821,2618,1284878
2021-06-29,MUJER,2728,2572,1280989
2021-06-30,HOMBRE,3110,2738,1287988
2021-06-30,MUJER,2984,2677,1283973
2021-07-01,HOMBRE,3876,2968,1291864
2021-07-01,MUJER,3786,2905,1287759
2021-07-02,HOMBRE,3434,3088,1295298
2021-07-02,MUJER,3524,3040,1291283
2021-07-03,HOMBRE,3465,3222,1298763
2021-07-03,MUJER,3619,3199,1294902
2021-07-04,HOMBRE,3629,3375,1302392
2021-07-04,MUJER,3593,3350,1298495
2021-07-05,HOMBRE,5391,3675,1307783
2021-07-05,MUJER,5240,3639,1303735
2021-07-06,HOMBRE,4658,3937,1312441
2021-07-06,MUJER,4726,3924,1308461
2021-07-07,HOMBRE,4886,4191,1317327
2021-07-07,MUJER,4841,4189,1313302
2021-07-08,HOMBRE,4615,4296,1321942
2021-07-08,MUJER,4656,4314,1317958
2021-07-09,HOMBRE,5106,4535,1327048
2021-07-09,MUJER,5120,4542,1323078
2021-07-10,HOMBRE,6278,4937,1333326
2021-07-10,MUJER,6313,4927,1329391
2021-07-11,HOMBRE,4862,5113,1338188
2021-07-11,MUJER,5023,5131,1334414
2021-07-12,HOMBRE,6983,5341,1345171
2021-07-12,MUJER,7050,5389,1341464
2021-07-13,HOMBRE,6343,5581,1351514
2021-07-13,MUJER,6497,5642,1347961
2021-07-14,HOMBRE,6042,5747,1357556
2021-07-14,MUJER,5892,5793,1353853
2021-07-15,HOMBRE,6523,6019,1364079
2021-07-15,MUJER,6774,6095,1360627
2021-07-16,HOMBRE,6537,6224,1370616
2021-07-16,MUJER,6728,6325,1367355
2021-07-17,HOMBRE,6839,6304,1377455
2021-07-17,MUJER,6928,6413,1374283
2021-07-18,HOMBRE,6658,6560,1384113
2021-07-18,MUJER,6839,6672,1381122
2021-07-19,HOMBRE,9658,6942,1393771
2021-07-19,MUJER,9581,7034,1390703
2021-07-20,HOMBRE,9528,7397,1403299
2021-07-20,MUJER,9441,7454,1400144
2021-07-21,HOMBRE,7502,7606,1410801
2021-07-21,MUJER,7639,7704,1407783
2021-07-22,HOMBRE,7496,7745,1418297
2021-07-22,MUJER,7803,7851,1415586
2021-07-23,HOMBRE,8125,7972,1426422
2021-07-23,MUJER,8414,8092,1424000
2021-07-24,HOMBRE,8153,8160,1434575
2021-07-24,MUJER,8281,8285,1432281
2021-07-25,HOMBRE,8824,8469,1443399
2021-07-25,MUJER,8996,8593,1441277
2021-07-26,HOMBRE,10676,8614,1454075
2021-07-26,MUJER,10870,8777,1452147
2021-07-27,HOMBRE,9731,8643,1463806
2021-07-27,MUJER,9838,8834,1461985
2021-07-28,HOMBRE,8936,8848,1472742
2021-07-28,MUJER,9036,9034,1471021
2021-07-29,HOMBRE,8274,8959,1481016
2021-07-29,MUJER,8338,9110,1479359
2021-07-30,HOMBRE,8865,9065,1489881
2021-07-30,MUJER,8874,9176,1488233
2021-07-31,HOMBRE,8125,9061,1498006
2021-07-31,MUJER,8100,9150,1496333
2021-08-01,HOMBRE,10849,9350,1508855
2021-08-01,MUJER,10931,9426,1507264
2021-08-02,HOMBRE,10740,9360,1519595
2021-08-02,MUJER,10724,9405,1517988
2021-08-03,HOMBRE,9358,9306,1528953
2021-08-03,MUJER,9163,9309,1527151
2021-08-04,HOMBRE,8484,9242,1537437
2021-08-04,MUJER,8715,9263,1535866
2021-08-05,HOMBRE,9415,9405,1546852
2021-08-05,MUJER,9378,9412,1545244
2021-08-06,HOMBRE,9248,9459,1556100
2021-08-06,MUJER,9465,9496,1554709
2021-08-07,HOMBRE,8733,9546,1564833
2021-08-07,MUJER,9034,9630,1563743
2021-08-08,HOMBRE,9179,9308,1574012
2021-08-08,MUJER,9387,9409,1573130
2021-08-09,HOMBRE,10946,9337,1584958
2021-08-09,MUJER,10890,9433,1584020
2021-08-10,HOMBRE,10793,9542,1595751
2021-08-10,MUJER,11123,9713,1595143
2021-08-11,HOMBRE,8319,9519,1604070
2021-08-11,MUJER,8635,9701,1603778
2021-08-12,HOMBRE,8025,9320,1612095
2021-08-12,MUJER,8357,9555,1612135
2021-08-13,HOMBRE,8517,9216,1620612
2021-08-13,MUJER,8554,9425,1620689
2021-08-14,HOMBRE,8359,9162,1628971
2021-08-14,MUJER,8268,9316,1628957
2021-08-15,HOMBRE,8699,9094,1637670
2021-08-15,MUJER,8774,9228,1637731
2021-08-16,HOMBRE,9822,8933,1647492
2021-08-16,MUJER,10012,9103,1647743
2021-08-17,HOMBRE,8074,8545,1655566
2021-08-17,MUJER,7990,8655,1655733
2021-08-18,HOMBRE,7705,8457,1663271
2021-08-18,MUJER,7806,8537,1663539
2021-08-19,HOMBRE,6910,8298,1670181
2021-08-19,MUJER,7017,8345,1670556
2021-08-20,HOMBRE,8912,8354,1679093
2021-08-20,MUJER,9260,8446,1679816
2021-08-21,HOMBRE,6495,8088,1685588
2021-08-21,MUJER,6562,8203,1686378
2021-08-22,HOMBRE,6254,7738,1691842
2021-08-22,MUJER,6340,7855,1692718
2021-08-23,HOMBRE,8003,7479,1699845
2021-08-23,MUJER,7867,7548,1700585
2021-08-24,HOMBRE,6546,7260,1706391
2021-08-24,MUJER,6440,7327,1707025
2021-08-25,HOMBRE,6657,7111,1713048
2021-08-25,MUJER,6802,7184,1713827
2021-08-26,HOMBRE,5753,6945,1718801
2021-08-26,MUJER,5749,7002,1719576
2021-08-27,HOMBRE,6094,6543,1724895
2021-08-27,MUJER,6355,6587,1725931
2021-08-28,HOMBRE,6363,6524,1731258
2021-08-28,MUJER,6301,6550,1732232
2021-08-29,HOMBRE,5559,6425,1736817
2021-08-29,MUJER,5587,6443,1737819
2021-08-30,HOMBRE,6988,6280,1743805
2021-08-30,MUJER,6951,6312,1744770
2021-08-31,HOMBRE,5528,6134,1749333
2021-08-31,MUJER,5603,6192,1750373
2021-09-01,HOMBRE,6923,6172,1756256
2021-09-01,MUJER,7065,6230,1757438
2021-09-02,HOMBRE,5218,6096,1761474
2021-09-02,MUJER,5545,6201,1762983
2021-09-03,HOMBRE,5352,5990,1766826
2021-09-03,MUJER,5633,6097,1768616
2021-09-04,HOMBRE,5027,5799,1771853
2021-09-04,MUJER,5207,5941,1773823
2021-09-05,HOMBRE,4958,5713,1776811
2021-09-05,MUJER,5205,5887,1779028
2021-09-06,HOMBRE,5829,5547,1782640
2021-09-06,MUJER,5958,5745,1784986
2021-09-07,HOMBRE,4840,5449,1787480
2021-09-07,MUJER,5111,5674,1790097
2021-09-08,HOMBRE,4447,5095,1791927
2021-09-08,MUJER,4815,5353,1794912
2021-09-09,HOMBRE,4363,4973,1796290
2021-09-09,MUJER,4709,5234,1799621
2021-09-10,HOMBRE,5244,4958,1801534
2021-09-10,MUJER,5521,5218,1805142
2021-09-11,HOMBRE,3803,4783,1805337
2021-09-11,MUJER,3958,5039,1809100
2021-09-12,HOMBRE,3619,4592,1808956
2021-09-12,MUJER,3805,4839,1812905
2021-09-13,HOMBRE,4320,4376,1813276
2021-09-13,MUJER,4485,4629,1817390
2021-09-14,HOMBRE,3574,4195,1816850
2021-09-14,MUJER,3939,4461,1821329
2021-09-15,HOMBRE,4151,4153,1821001
2021-09-15,MUJER,4415,4404,1825744
2021-09-16,HOMBRE,3055,3966,1824056
2021-09-16,MUJER,3323,4206,1829067
2021-09-17,HOMBRE,4070,3798,1828126
2021-09-17,MUJER,4584,4072,1833651
2021-09-18,HOMBRE,3959,3821,1832085
2021-09-18,MUJER,4206,4108,1837857
2021-09-19,HOMBRE,3728,3836,1835813
2021-09-19,MUJER,4082,4147,1841939
2021-09-20,HOMBRE,4949,3926,1840762
2021-09-20,MUJER,5558,4301,1847497
2021-09-21,HOMBRE,3411,3903,1844173
2021-09-21,MUJER,3637,4257,1851134
2021-09-22,HOMBRE,3313,3783,1847486
2021-09-22,MUJER,3586,4139,1854720
2021-09-23,HOMBRE,2973,3771,1850459
2021-09-23,MUJER,3250,4129,1857970
2021-09-24,HOMBRE,3363,3670,1853822
2021-09-24,MUJER,3638,3993,1861608
2021-09-25,HOMBRE,3306,3577,1857128
2021-09-25,MUJER,3396,3878,1865004
2021-09-26,HOMBRE,2710,3432,1859838
2021-09-26,MUJER,2923,3712,1867927
2021-09-27,HOMBRE,3432,3215,1863270
2021-09-27,MUJER,3577,3429,1871504
2021-09-28,HOMBRE,2724,3117,1865994
2021-09-28,MUJER,2821,3313,1874325
2021-09-29,HOMBRE,2511,3002,1868505
2021-09-29,MUJER,2597,3171,1876922
2021-09-30,HOMBRE,2394,2920,1870899
2021-09-30,MUJER,2575,3075,1879497
2021-10-01,HOMBRE,3311,2912,1874210
2021-10-01,MUJER,3354,3034,1882851
2021-10-02,HOMBRE,2353,2776,1876563
2021-10-02,MUJER,2520,2909,1885371
2021-10-03,HOMBRE,2225,2707,1878788
2021-10-03,MUJER,2300,2820,1887671
2021-10-04,HOMBRE,2767,2612,1881555
2021-10-04,MUJER,2933,2728,1890604
2021-10-05,HOMBRE,2340,2557,1883895
2021-10-05,MUJER,2500,2682,1893104
2021-10-06,HOMBRE,2112,2500,1886007
2021-10-06,MUJER,2295,2639,1895399
2021-10-07,HOMBRE,1875,2426,1887882
2021-10-07,MUJER,2145,2578,1897544
2021-10-08,HOMBRE,2054,2246,1889936
2021-10-08,MUJER,2387,2440,1899931
2021-10-09,HOMBRE,2035,2201,1891971
2021-10-09,MUJER,2242,2400,1902173
2021-10-10,HOMBRE,2355,2219,1894326
2021-10-10,MUJER,2609,2444,1904782
2021-10-11,HOMBRE,2222,2141,1896548
2021-10-11,MUJER,2525,2386,1907307
2021-10-12,HOMBRE,1878,2075,1898426
2021-10-12,MUJER,2031,2319,1909338
2021-10-13,HOMBRE,1706,2017,1900132
2021-10-13,MUJER,1822,2251,1911160
2021-10-14,HOMBRE,1554,1972,1901686
2021-10-14,MUJER,1828,2206,1912988
2021-10-15,HOMBRE,1909,1951,1903595
2021-10-15,MUJER,2217,2182,1915205
2021-10-16,HOMBRE,1599,1889,1905194
2021-10-16,MUJER,1767,2114,1916972
2021-10-17,HOMBRE,1575,1777,1906769
2021-10-17,MUJER,1784,1996,1918756
2021-10-18,HOMBRE,2034,1750,1908803
2021-10-18,MUJER,2344,1970,1921100
2021-10-19,HOMBRE,1714,1727,1910517
2021-10-19,MUJER,1935,1956,1923035
2021-10-20,HOMBRE,1857,1748,1912374
2021-10-20,MUJER,2071,1992,1925106
2021-10-21,HOMBRE,1429,1731,1913803
2021-10-21,MUJER,1598,1959,1926704
2021-10-22,HOMBRE,1557,1680,1915360
2021-10-22,MUJER,1779,1896,1928483
2021-10-23,HOMBRE,1426,1656,1916786
2021-10-23,MUJER,1535,1863,1930018
2021-10-24,HOMBRE,1369,1626,1918155
2021-10-24,MUJER,1454,1816,1931472
2021-10-25,HOMBRE,1937,1612,1920092
2021-10-25,MUJER,2133,1786,1933605
2021-10-26,HOMBRE,1463,1576,1921555
2021-10-26,MUJER,1592,1737,1935197
2021-10-27,HOMBRE,1275,1493,1922830
2021-10-27,MUJER,1480,1653,1936677
2021-10-28,HOMBRE,1148,1453,1923978
2021-10-28,MUJER,1352,1617,1938029
2021-10-29,HOMBRE,1348,1423,1925326
2021-10-29,MUJER,1412,1565,1939441
2021-10-30,HOMBRE,1135,1382,1926461
2021-10-30,MUJER,1249,1524,1940690
2021-10-31,HOMBRE,1137,1349,1927598
2021-10-31,MUJER,1361,1511,1942051
2021-11-01,HOMBRE,1766,1324,1929364
2021-11-01,MUJER,1966,1487,1944017
2021-11-02,HOMBRE,1244,1293,1930608
2021-11-02,MUJER,1459,1468,1945476
2021-11-03,HOMBRE,1335,1301,1931943
2021-11-03,MUJER,1529,1475,1947005
2021-11-04,HOMBRE,1181,1306,1933124
2021-11-04,MUJER,1332,1472,1948337
2021-11-05,HOMBRE,1270,1295,1934394
2021-11-05,MUJER,1497,1484,1949834
2021-11-06,HOMBRE,1302,1319,1935696
2021-11-06,MUJER,1389,1504,1951223
2021-11-07,HOMBRE,1184,1326,1936880
2021-11-07,MUJER,1457,1518,1952680
2021-11-08,HOMBRE,1513,1289,1938393
2021-11-08,MUJER,1717,1482,1954397
2021-11-09,HOMBRE,1257,1291,1939650
2021-11-09,MUJER,1468,1484,1955865
2021-11-10,HOMBRE,1349,1293,1940999
2021-11-10,MUJER,1510,1481,1957375
2021-11-11,HOMBRE,1102,1282,1942101
2021-11-11,MUJER,1239,1468,1958614
